State,County,REP votes,DEM votes,IND votes,Total votes,REP/DEM
Delaware,Sussex County,62607,39329,2774,105814,REP
Delaware,New Castle County,85507,162905,9101,261468,DEM
Delaware,Kent County,36989,33347,2876,74253,REP
