State,County,REP votes,DEM votes,IND votes,Total votes,REP/DEM
Georgia,Fayette County,35034,23255,2098,60387,REP
Georgia,Taylor County,2062,1295,45,3402,REP
Georgia,Crisp County,4539,2835,126,7500,REP
Georgia,Bulloch County,14476,8812,863,24151,REP
Georgia,Ben Hill County,3734,2098,91,5923,REP
Georgia,Cook County,4175,1752,111,6038,REP
Georgia,Evans County,2404,1130,68,3602,REP
Georgia,Decatur County,6009,4104,125,10238,REP
Georgia,Stewart County,805,1220,28,2053,DEM
Georgia,Hart County,7285,2583,209,10077,REP
Georgia,Randolph County,1270,1597,28,2895,DEM
Georgia,Upson County,7288,3471,165,10924,REP
Georgia,Pierce County,6301,903,93,7297,REP
Georgia,Meriwether County,5216,3800,165,9181,REP
Georgia,DeKalb County,47531,239131,9209,295871,DEM
Georgia,Dougherty County,10227,23224,474,33925,DEM
Georgia,Troup County,15643,9597,553,25793,REP
Georgia,Lowndes County,21308,14614,891,36813,REP
Georgia,Hall County,51681,16153,2299,70133,REP
Georgia,Gilmer County,10465,1955,293,12713,REP
Georgia,Irwin County,2711,890,58,3659,REP
Georgia,Dawson County,9880,1444,356,11680,REP
